迭代次数,全局最优适应度,平均适应度,最优粒子适应度
125,0.5909175831771671,0.8243999062340087,0.5909175831771671
126,0.5909175831771671,0.8276958529479457,0.5909175831771671
127,0.5909175831771671,0.8188109691312738,0.5909175831771671
128,0.5909175831771671,0.826498827127824,0.5909175831771671
129,0.5909175831771671,0.8194777907946016,0.5909175831771671
130,0.5909175831771671,0.8284662234554707,0.5909175831771671
131,0.5909175831771671,0.8315853355728601,0.5909175831771671
132,0.5909175831771671,0.8223345299531323,0.5909175831771671
133,0.5909175831771671,0.8206306655706203,0.5909175831771671
134,0.5909175831771671,0.8241996847953089,0.5909175831771671
135,0.5909175831771671,0.8203025101456558,0.5909175831771671
136,0.5909175831771671,0.8139083306374953,0.5909175831771671
137,0.5909175831771671,0.8202463575224016,0.5909175831771671
138,0.5909175831771671,0.8226410337745608,0.5909175831771671
139,0.5909175831771671,0.822580447554492,0.5909175831771671
140,0.5909175831771671,0.8252206275633283,0.5909175831771671
141,0.5909175831771671,0.8271229984866395,0.5909175831771671
142,0.5909175831771671,0.8153774712392512,0.5909175831771671
143,0.5909175831771671,0.8238491776592178,0.5909175831771671
144,0.5909175831771671,0.8188367845965376,0.5909175831771671
145,0.5909175831771671,0.8199005244584404,0.5909175831771671
146,0.5909175831771671,0.8187798520447575,0.5909175831771671
147,0.5909175831771671,0.8257530104341739,0.5909175831771671
148,0.5909175831771671,0.8261055339744969,0.5909175831771671
149,0.5909175831771671,0.8224126091770673,0.5909175831771671
150,0.5909175831771671,0.8242843869138009,0.5909175831771671
151,0.5909175831771671,0.8257921479523006,0.5909175831771671
152,0.5909175831771671,0.8270210081611625,0.5909175831771671
153,0.5909175831771671,0.8261246529981066,0.5909175831771671
154,0.5909175831771671,0.8173487564669142,0.5909175831771671
155,0.5909175831771671,0.8228665076875521,0.5909175831771671
156,0.5909175831771671,0.82624859020321,0.5909175831771671
157,0.5909175831771671,0.8211984907396819,0.5909175831771671
158,0.5909175831771671,0.8300987271375686,0.5909175831771671
159,0.5909175831771671,0.8260405528657366,0.5909175831771671
160,0.5909175831771671,0.819004862592499,0.5909175831771671
161,0.5909175831771671,0.8199152083933781,0.5909175831771671
162,0.5909175831771671,0.8215559495466535,0.5909175831771671
163,0.5909175831771671,0.8171421003958719,0.5909175831771671
164,0.5909175831771671,0.8121064294551918,0.5909175831771671
165,0.5909175831771671,0.8206140324416035,0.5909175831771671
166,0.5909175831771671,0.8232656799344388,0.5909175831771671
167,0.5909175831771671,0.8280101008599293,0.5909175831771671
168,0.5909175831771671,0.8224338680140144,0.5909175831771671
169,0.5909175831771671,0.8178512531982518,0.5909175831771671
170,0.5909175831771671,0.819130737702285,0.5909175831771671
171,0.5909175831771671,0.8130683081171455,0.5909175831771671
172,0.5909175831771671,0.8116711206183304,0.5909175831771671
173,0.5909175831771671,0.8307292037609517,0.5909175831771671
174,0.5909175831771671,0.8203624066216335,0.5909175831771671
175,0.5909175831771671,0.8202033126183157,0.5909175831771671
176,0.5909175831771671,0.8262996663631875,0.5909175831771671
177,0.5909175831771671,0.8067239074340498,0.5909175831771671
178,0.5909175831771671,0.8253237530585897,0.5909175831771671
179,0.5909175831771671,0.8196554836428102,0.5909175831771671
180,0.5909175831771671,0.8168652464128847,0.5909175831771671
181,0.5909175831771671,0.8219389524165931,0.5909175831771671
182,0.5909175831771671,0.8235067242158237,0.5909175831771671
183,0.5909175831771671,0.8221424813574191,0.5909175831771671
184,0.5909175831771671,0.8223220160089713,0.5909175831771671
185,0.5909175831771671,0.8279080372637398,0.5909175831771671
186,0.5909175831771671,0.8215470264202784,0.5909175831771671
187,0.5909175831771671,0.8213692852951249,0.5909175831771671
188,0.5909175831771671,0.822525487509121,0.5909175831771671
189,0.5909175831771671,0.8305199745024356,0.5909175831771671
190,0.5909175831771671,0.8204806511076567,0.5909175831771671
191,0.5909175831771671,0.82562813196012,0.5909175831771671
192,0.5909175831771671,0.823265355699593,0.5909175831771671
193,0.5909175831771671,0.8183339030853644,0.5909175831771671
194,0.5909175831771671,0.8155768407706236,0.5909175831771671
195,0.5909175831771671,0.8231060113291491,0.5909175831771671
196,0.5909175831771671,0.8223402526725212,0.5909175831771671
197,0.5909175831771671,0.8221311377165221,0.5909175831771671
198,0.5909175831771671,0.8199217088424863,0.5909175831771671
199,0.5909175831771671,0.8126222702192157,0.5909175831771671
200,0.5909175831771671,0.8245225359053429,0.5909175831771671
201,0.5909175831771671,0.8179855518121275,0.5909175831771671
202,0.5909175831771671,0.8277703899806759,0.5909175831771671
203,0.5909175831771671,0.8251436634182775,0.5909175831771671
204,0.5909175831771671,0.8133272676444089,0.5909175831771671
205,0.5909175831771671,0.8256198061488901,0.5909175831771671
206,0.5909175831771671,0.8203046690934059,0.5909175831771671
207,0.5909175831771671,0.8244229429724383,0.5909175831771671
208,0.5909175831771671,0.8190598909793578,0.5909175831771671
209,0.5909175831771671,0.8285768592026881,0.5909175831771671
210,0.5909175831771671,0.820197645127827,0.5909175831771671
211,0.5909175831771671,0.8249629961688193,0.5909175831771671
212,0.5909175831771671,0.825546977259215,0.5909175831771671
213,0.5909175831771671,0.8260688126573466,0.5909175831771671
214,0.5909175831771671,0.8156438213436823,0.5909175831771671
215,0.5909175831771671,0.8139926985774376,0.5909175831771671
216,0.5909175831771671,0.8226444401617817,0.5909175831771671
217,0.5909175831771671,0.8159167401385778,0.5909175831771671
218,0.5909175831771671,0.8233359101582013,0.5909175831771671
219,0.5909175831771671,0.8279032569676333,0.5909175831771671
220,0.5909175831771671,0.8255736376324286,0.5909175831771671
221,0.5909175831771671,0.8301798515593722,0.5909175831771671
222,0.5909175831771671,0.821864536110589,0.5909175831771671
223,0.5909175831771671,0.8168038032916087,0.5909175831771671
224,0.5909175831771671,0.8220037099424172,0.5909175831771671
225,0.5909175831771671,0.8191331131580657,0.5909175831771671
226,0.5909175831771671,0.827699075767196,0.5909175831771671
227,0.5909175831771671,0.8178054923544553,0.5909175831771671
228,0.5909175831771671,0.8268700026661746,0.5909175831771671
229,0.5909175831771671,0.8300625808829067,0.5909175831771671
230,0.5909175831771671,0.8114216493482916,0.5909175831771671
231,0.5909175831771671,0.8334651850620892,0.5909175831771671
232,0.5909175831771671,0.8247275356536534,0.5909175831771671
233,0.5909175831771671,0.8219297111761038,0.5909175831771671
234,0.5909175831771671,0.8180626477978842,0.5909175831771671
235,0.5909175831771671,0.8193134335356205,0.5909175831771671
236,0.5909175831771671,0.8294635919787361,0.5909175831771671
237,0.5909175831771671,0.8154647817015376,0.5909175831771671
238,0.5909175831771671,0.8287556194782097,0.5909175831771671
239,0.5909175831771671,0.8109636346615858,0.5909175831771671
240,0.5909175831771671,0.8211850856138355,0.5909175831771671
241,0.5909175831771671,0.8238224599129228,0.5909175831771671
242,0.5909175831771671,0.8196352903287637,0.5909175831771671
243,0.5909175831771671,0.827633408356728,0.5909175831771671
244,0.5909175831771671,0.8166396218952781,0.5909175831771671
245,0.5909175831771671,0.8187959755033691,0.5909175831771671
246,0.5909175831771671,0.8191343417274711,0.5909175831771671
247,0.5909175831771671,0.8266202748990423,0.5909175831771671
248,0.5909175831771671,0.8324225554982843,0.5909175831771671
249,0.5909175831771671,0.8204023894477228,0.5909175831771671
250,0.5909175831771671,0.8281910322772658,0.5909175831771671
251,0.5909175831771671,0.8250091312124489,0.5909175831771671
252,0.5909175831771671,0.8203395142778558,0.5909175831771671
253,0.5909175831771671,0.8104469689332356,0.5909175831771671
254,0.5909175831771671,0.8247413187611456,0.5909175831771671
255,0.5909175831771671,0.8166195856259377,0.5909175831771671
256,0.5909175831771671,0.8201482006183787,0.5909175831771671
257,0.5909175831771671,0.8358052456840878,0.5909175831771671
258,0.5909175831771671,0.8263576215188411,0.5909175831771671
259,0.5909175831771671,0.8210129515093836,0.5909175831771671
260,0.5909175831771671,0.8261757957775433,0.5909175831771671
261,0.5909175831771671,0.8162723128196048,0.5909175831771671
262,0.5909175831771671,0.8138516385614767,0.5909175831771671
263,0.5909175831771671,0.8154448545379506,0.5909175831771671
264,0.5909175831771671,0.8222417298128138,0.5909175831771671
265,0.5909175831771671,0.8300118963443421,0.5909175831771671
266,0.5909175831771671,0.8229806107816887,0.5909175831771671
267,0.5909175831771671,0.8163399037624669,0.5909175831771671
268,0.5909175831771671,0.8199517431096317,0.5909175831771671
269,0.5909175831771671,0.8168320577160683,0.5909175831771671
270,0.5909175831771671,0.8175361829923176,0.5909175831771671
271,0.5909175831771671,0.8175174583181163,0.5909175831771671
272,0.5909175831771671,0.8159857806221206,0.5909175831771671
273,0.5909175831771671,0.8212113867675046,0.5909175831771671
274,0.5909175831771671,0.8101324534355289,0.5909175831771671
275,0.5909175831771671,0.8238594528329076,0.5909175831771671
276,0.5909175831771671,0.8167302581644432,0.5909175831771671
277,0.5909175831771671,0.8162882691309881,0.5909175831771671
278,0.5909175831771671,0.8153520582505532,0.5909175831771671
279,0.5909175831771671,0.8168678024287425,0.5909175831771671
280,0.5909175831771671,0.8221010887058756,0.5909175831771671
281,0.5909175831771671,0.8159826120683981,0.5909175831771671
282,0.5909175831771671,0.8260911027966158,0.5909175831771671
283,0.5909175831771671,0.8203242439313214,0.5909175831771671
284,0.5909175831771671,0.8196029473744971,0.5909175831771671
285,0.5909175831771671,0.824507232298058,0.5909175831771671
286,0.5909175831771671,0.8161918536770226,0.5909175831771671
287,0.5909175831771671,0.8296436779062462,0.5909175831771671
288,0.5909175831771671,0.8281827645310409,0.5909175831771671
289,0.5909175831771671,0.8209872942790167,0.5909175831771671
290,0.5909175831771671,0.824293044377321,0.5909175831771671
291,0.5909175831771671,0.8214878590951327,0.5909175831771671
292,0.5909175831771671,0.8176308445868501,0.5909175831771671
293,0.5909175831771671,0.8100034282840289,0.5909175831771671
294,0.5909175831771671,0.8307639238450577,0.5909175831771671
295,0.5909175831771671,0.8187844281368467,0.5909175831771671
296,0.5909175831771671,0.8274058673344038,0.5909175831771671
297,0.5909175831771671,0.8162028251035889,0.5909175831771671
298,0.5909175831771671,0.8225793428831856,0.5909175831771671
299,0.5909175831771671,0.8221112132430995,0.5909175831771671
300,0.5909175831771671,0.8172501000917666,0.5909175831771671
301,0.5909175831771671,0.82191127698954,0.5909175831771671
302,0.5909175831771671,0.8200121423496488,0.5909175831771671
303,0.5909175831771671,0.8222247970863876,0.5909175831771671
304,0.5909175831771671,0.8248977781361779,0.5909175831771671
305,0.5909175831771671,0.8270873155648321,0.5909175831771671
306,0.5909175831771671,0.8273324892555898,0.5909175831771671
307,0.5909175831771671,0.8228936903618873,0.5909175831771671
308,0.5909175831771671,0.8192040114037508,0.5909175831771671
309,0.5909175831771671,0.8277056207648351,0.5909175831771671
310,0.5909175831771671,0.8214257630046049,0.5909175831771671
311,0.5909175831771671,0.8252535423741435,0.5909175831771671
312,0.5909175831771671,0.8200417644852842,0.5909175831771671
313,0.5909175831771671,0.8291685718014494,0.5909175831771671
314,0.5909175831771671,0.8272928937187186,0.5909175831771671
315,0.5909175831771671,0.8138180249269494,0.5909175831771671
316,0.5909175831771671,0.8137823405464519,0.5909175831771671
317,0.5909175831771671,0.8216005999894564,0.5909175831771671
318,0.5909175831771671,0.8189003604064805,0.5909175831771671
319,0.5909175831771671,0.832927273609588,0.5909175831771671
320,0.5909175831771671,0.821132371212594,0.5909175831771671
321,0.5909175831771671,0.8208685558394514,0.5909175831771671
322,0.5909175831771671,0.82223034650555,0.5909175831771671
323,0.5909175831771671,0.8197467971670913,0.5909175831771671
324,0.5909175831771671,0.8303091350922162,0.5909175831771671
325,0.5909175831771671,0.8280371047181123,0.5909175831771671
326,0.5909175831771671,0.8160209504340443,0.5909175831771671
327,0.5909175831771671,0.8236591319281265,0.5909175831771671
328,0.5909175831771671,0.8331691395664984,0.5909175831771671
329,0.5909175831771671,0.8242683367102418,0.5909175831771671
330,0.5909175831771671,0.8252805289986129,0.5909175831771671
331,0.5909175831771671,0.8351334504618816,0.5909175831771671
332,0.5909175831771671,0.8299969836999739,0.5909175831771671
333,0.5909175831771671,0.8181996507101603,0.5909175831771671
334,0.5909175831771671,0.8267323974113933,0.5909175831771671
335,0.5909175831771671,0.8270203192013952,0.5909175831771671
336,0.5909175831771671,0.8157242760459007,0.5909175831771671
337,0.5909175831771671,0.8212075900102249,0.5909175831771671
338,0.5909175831771671,0.8178203043180461,0.5909175831771671
339,0.5909175831771671,0.8211380719657071,0.5909175831771671
340,0.5909175831771671,0.8262992888428031,0.5909175831771671
341,0.5909175831771671,0.8260753797959566,0.5909175831771671
342,0.5909175831771671,0.8179176051604402,0.5909175831771671
343,0.5909175831771671,0.8202452287761648,0.5909175831771671
344,0.5909175831771671,0.8235854896749014,0.5909175831771671
345,0.5909175831771671,0.8263859887392351,0.5909175831771671
346,0.5909175831771671,0.8337064971980612,0.5909175831771671
347,0.5909175831771671,0.8369985205796143,0.5909175831771671
348,0.5909175831771671,0.8278541264394178,0.5909175831771671
349,0.5909175831771671,0.8312199462762329,0.5909175831771671
350,0.5909175831771671,0.8314410437405629,0.5909175831771671
351,0.5909175831771671,0.8232964136916749,0.5909175831771671
352,0.5909175831771671,0.821850234232011,0.5909175831771671
353,0.5909175831771671,0.8304848501713008,0.5909175831771671
354,0.5909175831771671,0.8246318649889909,0.5909175831771671
355,0.5909175831771671,0.8200384037412601,0.5909175831771671
356,0.5909175831771671,0.8339667124099137,0.5909175831771671
357,0.5909175831771671,0.8218894122106328,0.5909175831771671
358,0.5909175831771671,0.8286456909916857,0.5909175831771671
359,0.5909175831771671,0.8236265884951002,0.5909175831771671
360,0.5909175831771671,0.8150448772970671,0.5909175831771671
361,0.5909175831771671,0.8243777125616941,0.5909175831771671
362,0.5909175831771671,0.819229030732732,0.5909175831771671
363,0.5909175831771671,0.8279322369722436,0.5909175831771671
364,0.5909175831771671,0.8261595245385436,0.5909175831771671
365,0.5909175831771671,0.822877817353546,0.5909175831771671
366,0.5909175831771671,0.8270581261439665,0.5909175831771671
367,0.5909175831771671,0.8323993997926595,0.5909175831771671
368,0.5909175831771671,0.8265619927984438,0.5909175831771671
369,0.5909175831771671,0.8251372259779401,0.5909175831771671
370,0.5909175831771671,0.8246427992979776,0.5909175831771671
371,0.5909175831771671,0.825971736045187,0.5909175831771671
372,0.5909175831771671,0.8242528845204816,0.5909175831771671
373,0.5909175831771671,0.8271322004704303,0.5909175831771671
374,0.5909175831771671,0.8303262171437477,0.5909175831771671
375,0.5909175831771671,0.8176871447281718,0.5909175831771671
376,0.5909175831771671,0.8244233497832932,0.5909175831771671
377,0.5909175831771671,0.8183648774104375,0.5909175831771671
378,0.5909175831771671,0.8307614597552404,0.5909175831771671
379,0.5909175831771671,0.8233468400561548,0.5909175831771671
380,0.5909175831771671,0.8204839586911283,0.5909175831771671
381,0.5909175831771671,0.8247879765629572,0.5909175831771671
382,0.5909175831771671,0.8259390439869233,0.5909175831771671
383,0.5909175831771671,0.810571969779285,0.5909175831771671
384,0.5909175831771671,0.8256681155734694,0.5909175831771671
385,0.5909175831771671,0.8212177295386696,0.5909175831771671
386,0.5909175831771671,0.8201450878035921,0.5909175831771671
387,0.5909175831771671,0.8284011380194252,0.5909175831771671
388,0.5909175831771671,0.814947415884459,0.5909175831771671
389,0.5909175831771671,0.8276930511658724,0.5909175831771671
390,0.5909175831771671,0.821606705695486,0.5909175831771671
391,0.5909175831771671,0.8176592879102726,0.5909175831771671
392,0.5909175831771671,0.8356761762575448,0.5909175831771671
393,0.5909175831771671,0.8309859195818344,0.5909175831771671
394,0.5909175831771671,0.8120334182191468,0.5909175831771671
395,0.5909175831771671,0.8320147342460235,0.5909175831771671
396,0.5909175831771671,0.8262053427687123,0.5909175831771671
397,0.5909175831771671,0.8244453347452805,0.5909175831771671
398,0.5909175831771671,0.8335109410120325,0.5909175831771671
399,0.5909175831771671,0.8237352253158088,0.5909175831771671
400,0.5909175831771671,0.8255883897331922,0.5909175831771671
401,0.5909175831771671,0.8197942893333043,0.5909175831771671
402,0.5909175831771671,0.8206929274063589,0.5909175831771671
403,0.5909175831771671,0.8242157166218357,0.5909175831771671
404,0.5909175831771671,0.8260515147928311,0.5909175831771671
405,0.5909175831771671,0.8246670238728107,0.5909175831771671
406,0.5909175831771671,0.8201148282183588,0.5909175831771671
407,0.5909175831771671,0.8206931855973122,0.5909175831771671
408,0.5909175831771671,0.8278396603407123,0.5909175831771671
409,0.5909175831771671,0.8220078690530858,0.5909175831771671
410,0.5909175831771671,0.8269803066053149,0.5909175831771671
411,0.5909175831771671,0.8162803541361434,0.5909175831771671
412,0.5909175831771671,0.8253950743591547,0.5909175831771671
413,0.5909175831771671,0.8219422110458326,0.5909175831771671
414,0.5909175831771671,0.8235659699849178,0.5909175831771671
415,0.5909175831771671,0.8234619143177696,0.5909175831771671
416,0.5909175831771671,0.8163647857510304,0.5909175831771671
417,0.5909175831771671,0.8210029505373884,0.5909175831771671
418,0.5909175831771671,0.8304363356878127,0.5909175831771671
419,0.5909175831771671,0.8259365938098565,0.5909175831771671
420,0.5909175831771671,0.8295931244991118,0.5909175831771671
421,0.5909175831771671,0.8291355321098979,0.5909175831771671
422,0.5909175831771671,0.8194227509411118,0.5909175831771671
423,0.5909175831771671,0.8155129487746895,0.5909175831771671
424,0.5909175831771671,0.8266182852202657,0.5909175831771671
425,0.5909175831771671,0.8225588835582451,0.5909175831771671
426,0.5909175831771671,0.8280738394237543,0.5909175831771671
427,0.5909175831771671,0.8202952158401001,0.5909175831771671
428,0.5909175831771671,0.8213530517952279,0.5909175831771671
429,0.5909175831771671,0.8280554240770703,0.5909175831771671
430,0.5909175831771671,0.8278128851864127,0.5909175831771671
431,0.5909175831771671,0.8235633356394044,0.5909175831771671
432,0.5909175831771671,0.8294363524847185,0.5909175831771671
433,0.5909175831771671,0.8209495382453545,0.5909175831771671
434,0.5909175831771671,0.8122059678721044,0.5909175831771671
435,0.5909175831771671,0.8339867808352566,0.5909175831771671
436,0.5909175831771671,0.8197258891480916,0.5909175831771671
437,0.5909175831771671,0.8268633065406112,0.5909175831771671
438,0.5909175831771671,0.8216367154023214,0.5909175831771671
439,0.5909175831771671,0.818682248897947,0.5909175831771671
440,0.5909175831771671,0.8168734864493377,0.5909175831771671
441,0.5909175831771671,0.8194212833188576,0.5909175831771671
442,0.5909175831771671,0.8192155847887008,0.5909175831771671
443,0.5909175831771671,0.8353666171876892,0.5909175831771671
444,0.5909175831771671,0.8221445366388115,0.5909175831771671
445,0.5909175831771671,0.8359638823977994,0.5909175831771671
446,0.5909175831771671,0.8311914049183434,0.5909175831771671
447,0.5909175831771671,0.8304928121272919,0.5909175831771671
448,0.5909175831771671,0.8238908857533641,0.5909175831771671
449,0.5909175831771671,0.8254736188549007,0.5909175831771671
450,0.5909175831771671,0.8245103300130132,0.5909175831771671
451,0.5909175831771671,0.8263790149561384,0.5909175831771671
452,0.5909175831771671,0.8256157113981004,0.5909175831771671
453,0.5909175831771671,0.8259461017284658,0.5909175831771671
454,0.5909175831771671,0.8304357356512027,0.5909175831771671
455,0.5909175831771671,0.824511110843093,0.5909175831771671
456,0.5909175831771671,0.8258902401653123,0.5909175831771671
457,0.5909175831771671,0.8249831742302117,0.5909175831771671
458,0.5909175831771671,0.8224758131483654,0.5909175831771671
459,0.5909175831771671,0.8251056367542057,0.5909175831771671
460,0.5909175831771671,0.8241417436381028,0.5909175831771671
461,0.5909175831771671,0.8211127855512053,0.5909175831771671
462,0.5909175831771671,0.8165575854731729,0.5909175831771671
463,0.5909175831771671,0.8224175572762823,0.5909175831771671
464,0.5909175831771671,0.815228674906031,0.5909175831771671
465,0.5909175831771671,0.8226055039231642,0.5909175831771671
466,0.5909175831771671,0.829285354819398,0.5909175831771671
467,0.5909175831771671,0.8218126093839078,0.5909175831771671
468,0.5909175831771671,0.8305151609109555,0.5909175831771671
469,0.5909175831771671,0.8341278482851942,0.5909175831771671
470,0.5909175831771671,0.8133086037905918,0.5909175831771671
471,0.5909175831771671,0.8257416743613625,0.5909175831771671
472,0.5909175831771671,0.8267884489147022,0.5909175831771671
473,0.5909175831771671,0.8304016357422188,0.5909175831771671
474,0.5909175831771671,0.8212282228274401,0.5909175831771671
475,0.5909175831771671,0.8273399425429454,0.5909175831771671
476,0.5909175831771671,0.8230347671373188,0.5909175831771671
477,0.5909175831771671,0.826773248317128,0.5909175831771671
478,0.5909175831771671,0.8288370082294597,0.5909175831771671
479,0.5909175831771671,0.8209921858469845,0.5909175831771671
480,0.5909175831771671,0.8210658538201758,0.5909175831771671
481,0.5909175831771671,0.8349871252483011,0.5909175831771671
